timestamp,price_g,available
2025-08-05 09:30:24,31.9999,230
2025-08-05 10:58:26,31.9998,259
2025-08-05 12:12:27,24.9991,301
2025-08-05 12:29:24,24.9989,337
2025-08-05 12:32:49,24.9989,337
