timestamp,price_g,available
2025-08-05 09:30:24,419.9898,65
2025-08-05 10:58:26,1199.9995,24
2025-08-05 12:12:27,699.9990,96
2025-08-05 12:29:24,699.9986,106
2025-08-05 12:32:49,699.9986,106
