timestamp,price_g,available
2025-08-05 09:30:24,10.9994,740
2025-08-05 10:58:26,10.9993,805
2025-08-05 12:12:27,6.9999,870
2025-08-05 12:29:24,6.9997,872
2025-08-05 12:32:49,6.9997,872
