timestamp,price_g,available
2025-08-05 09:30:24,4.5808,8309
2025-08-05 10:58:26,4.5807,8284
2025-08-05 12:12:27,4.5805,8335
2025-08-05 12:29:24,4.5804,8491
2025-08-05 12:32:49,4.5804,8491
