timestamp,price_g,available
2025-08-05 09:30:24,249.9999,20
2025-08-05 10:58:26,249.9994,95
2025-08-05 12:12:27,217.9999,198
2025-08-05 12:29:24,166.0000,215
2025-08-05 12:32:49,166.0000,215
