timestamp,price_g,available
2025-08-05 09:30:24,32.9997,538
2025-08-05 10:58:26,32.9897,570
2025-08-05 12:12:27,24.9789,623
2025-08-05 12:29:24,23.9999,678
2025-08-05 12:32:49,23.9999,678
