timestamp,price_g,available
2025-08-05 09:30:24,500.9996,74
2025-08-05 10:58:26,450.0000,74
2025-08-05 12:12:27,299.0000,191
2025-08-05 12:29:24,298.9997,201
2025-08-05 12:32:49,298.9997,201
