timestamp,price_g,available
2025-08-05 09:30:24,5.0000,1074
2025-08-05 10:58:26,5.0000,1035
2025-08-05 12:12:27,4.6600,1142
2025-08-05 12:29:24,4.6600,1066
2025-08-05 12:32:49,4.6600,1066
